track_id,release_year,decade,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,artist_popularity,followers,mean_syllables_word,mean_words_sentence,n_sentences,n_words,sentence_similarity,vocabulary_wealth
0YOOXnCJihgyluizqhAcrz,2014.0,2010s,0.897,0.495,0.434,0.000393,0.109,0.0313,82.16,0.23,44.0,9.729074639810214,1.18,5.53,2.8903717578961645,4.890349128221754,0.1102941176470588,0.58
0kLqC40D9xIctSNzfusYon,2017.0,2010s,0.915,0.423,0.56,1.2e-05,0.0899,0.0617,87.214,0.795,67.0,13.092332943962273,2.18,4.32,4.672828834461906,6.6240652277998935,0.0043126684636118,0.71
0uuNQ9vYCj5vyKG1WZKH7C,2017.0,2010s,0.189,0.796,0.691,0.0,0.135,0.119,93.0,0.675,41.0,9.583144537844786,1.95,3.16,4.04305126783455,5.652489180268651,0.0279220779220779,0.58
3eGvRSX0XawoZCjNtQXbsk,2016.0,2010s,0.0921,0.568,0.585,3.9e-06,0.241,0.0282,102.105,0.562,24.0,7.134890851565884,1.2,3.1,3.9512437185814275,5.631211781821365,0.0509803921568627,0.52
4bMXxqBnfgHec86gvIJSb1,2017.0,2010s,0.162,0.638,0.501,0.0833,0.437,0.0358,90.753,0.517,27.0,8.003697339094368,1.24,2.57,3.1780538303479458,4.499809670330265,0.1027667984189723,0.6
5r5mfj44csIOYeWEGlRlqS,2018.0,2010s,0.0523,0.702,0.89,0.0,0.158,0.0461,93.001,0.777,50.0,11.325136991783454,2.09,2.55,3.7612001156935624,5.170483995038151,0.008130081300813,0.76
477cRuV7IrfIdAqsz8l38H,2016.0,2010s,0.564,0.575,0.48,2.33e-05,0.113,0.031,96.026,0.271,17.0,7.762596048540069,1.25,3.47,3.912023005428146,5.746203190540153,0.0348639455782312,0.5
3rXbEw0Wur282XsgEPfl5A,2019.0,2010s,0.0129,0.671,0.602,0.0,0.139,0.0438,85.994,0.324,57.0,11.1403679146895,2.07,4.46,4.430816798843313,6.342121418721152,0.0044078754040552,0.69
3iTi975Q6qnoRKrBL1FNsl,2016.0,2010s,0.69,0.641,0.415,0.0,0.0977,0.0294,128.091,0.34,45.0,6.903747257584598,1.29,2.89,3.332204510175204,4.882801922586371,0.0398860398860398,0.6
63brQ9M590KDK6o9Hd2HcM,2018.0,2010s,0.461,0.605,0.735,0.000692,0.0983,0.0439,95.041,0.506,36.0,8.708969906980947,1.82,2.97,3.4965075614664802,5.017279836814924,0.0584677419354838,0.52
6leoBOS2KLyHQgr2FXHVdj,2018.0,2010s,0.544,0.748,0.435,0.0,0.0732,0.211,91.478,0.199,25.0,4.836281906951478,1.91,3.76,3.7612001156935624,5.493061443340548,0.0905923344947735,0.6
4Rwz2dUQBY4oPx7laPuS3x,2014.0,2010s,0.375,0.692,0.858,3.17e-06,0.106,0.11,90.028,0.527,46.0,10.274740715974103,1.95,4.57,3.7612001156935624,5.840641657373398,0.040650406504065,0.57
0rulyLPIV710FSomGzUD43,2013.0,2010s,0.652,0.581,0.97,0.345,0.163,0.0681,115.657,0.928,29.0,6.880384082186005,2.31,5.62,3.091042453358316,5.351858133476067,0.1238095238095238,0.53
37py6z4ullszVUW8hnofBQ,2018.0,2010s,0.298,0.648,0.651,0.0262,0.252,0.0995,107.989,0.232,52.0,9.781376414141157,1.12,2.31,3.4965075614664802,5.247024072160486,0.3830645161290322,0.47
2j6DWK7FCdb5Ii5VqgDzRu,2016.0,2010s,0.473,0.607,0.518,0.000523,0.119,0.0678,86.047,0.0928,45.0,9.6006918422743,1.12,3.57,3.9512437185814275,5.796057750765372,0.024313725490196,0.49
5abOPzGtREntuftaCocwP0,2018.0,2010s,0.53,0.821,0.455,8.01e-06,0.0554,0.193,110.07,0.575,24.0,6.522092798170152,1.29,2.77,3.784189633918261,5.4510384535657,0.0387596899224806,0.57
2xCFsgvXuIYgRoXy6ZhBIy,2018.0,2010s,0.0136,0.755,0.644,9.06e-06,0.237,0.0814,90.035,0.607,46.0,6.647688373563329,1.13,3.45,3.044522437723423,4.844187086458591,0.1368421052631579,0.45
7DDOQCGkmDLzHYP3sICuNm,2019.0,2010s,0.000181,0.374,0.869,0.237,0.332,0.0458,89.978,0.317,14.0,5.3230099791384085,1.33,4.54,3.2188758248682006,5.262690188904886,0.0072463768115942,0.66
0qAt2WY5C9k9Gj4WF8E5bK,2019.0,2010s,0.00149,0.516,0.885,2.93e-05,0.0807,0.057,99.968,0.346,14.0,6.1779441140506,1.45,4.45,3.8066624897703196,5.8377304471659395,0.0158562367864693,0.67
58zo9vdGUudnLppQC8aiE1,2019.0,2010s,4.03e-05,0.44,0.985,1.54e-05,0.101,0.126,112.962,0.0914,25.0,6.664409020350408,1.28,4.3,3.5263605246161616,5.459585514144159,0.0113636363636363,0.69
2yeEiPPZO5e0CdTZ03OrGP,2017.0,2010s,0.785,0.622,0.423,0.0,0.365,0.938,95.866,0.261,58.0,10.130543440670253,1.24,4.06,4.204692619390966,6.154858094016418,0.0069930069930069,0.67
5TcmH83G55MEyJ6IVcZ4Fw,2019.0,2010s,0.00182,0.378,0.937,0.0569,0.361,0.0941,144.767,0.11,23.0,6.872128101338986,1.26,3.17,4.0943445622221,5.811140992976701,0.0116890707188778,0.61
0USMoEDQ7ys9NzrIXamgdY,2011.0,2010s,0.0609,0.963,0.777,0.0128,0.0371,0.0592,126.315,0.963,26.0,6.597145701886651,1.26,3.08,3.6635616461296463,5.293304824724492,0.0981507823613086,0.44
6HBSKI63h36VLxpQhxLxix,2019.0,2010s,2.62e-06,0.443,0.982,0.0409,0.283,0.0641,155.023,0.302,13.0,5.501258210544727,1.5,2.75,2.833213344056216,4.6913478822291435,0.0666666666666666,0.71
0ouuMqZrts9DCJEEwGhAcG,2015.0,2010s,0.16,0.749,0.758,0.388,0.0938,0.171,125.987,0.7,27.0,7.529943370601589,1.3,3.17,3.1780538303479458,4.770684624465665,0.0316205533596837,0.53
6JCIbXPH5LIawW4NRLvYE8,2010.0,2010s,0.673,0.697,0.439,0.000165,0.125,0.028,96.839,0.261,36.0,9.175231194862615,1.35,3.09,3.871201010907891,5.598421958998375,0.0777058279370952,0.5
0ujFcIw7rBh7WXEXaRzK8q,2019.0,2010s,0.00216,0.343,0.955,0.0,0.368,0.0976,125.327,0.309,28.0,6.2285110035911835,1.19,3.93,3.7612001156935624,5.5093883366279774,0.0185830429732868,0.68
6xUheDfBuGh8RggVJHJULy,2018.0,2010s,9.27e-05,0.478,0.963,0.0959,0.353,0.111,110.035,0.115,8.0,4.465908118654584,1.34,3.11,3.6109179126442243,5.318119993844216,0.0079365079365079,0.72
5QTinvbQurj84wuICpUToV,2019.0,2010s,0.767,0.771,0.253,0.0029,0.0865,0.0345,135.952,0.535,26.0,4.553876891600541,1.29,2.93,3.784189633918261,5.5093883366279774,0.0586932447397563,0.5
3HlAMyA9gxljMGiRXtaftb,2016.0,2010s,0.421,0.776,0.515,0.00777,0.0979,0.0731,122.958,0.117,13.0,6.699500340161678,2.0,3.68,4.3694478524670215,6.093569770045136,0.0189810189810189,0.69
29KRiit9oJpR4Pjtd8iBt5,2019.0,2010s,0.016,0.524,0.698,0.0257,0.0734,0.0259,103.969,0.231,30.0,7.31455283232408,1.15,4.21,3.6635616461296463,5.575949103146316,0.054054054054054,0.48
0El32T2EBFS1bt1YmmUoIO,2016.0,2010s,0.0519,0.862,0.436,7.53e-06,0.269,0.359,88.641,0.543,9.0,6.408528791059498,2.03,3.53,4.060443010546419,5.697093486505405,0.0162907268170426,0.68
1t2j3sGwePiRYvHcrQGgXK,2019.0,2010s,0.0171,0.356,0.865,0.0,0.148,0.0845,102.956,0.207,33.0,3.6888794541139363,1.33,3.41,3.912023005428146,5.652489180268651,0.0416666666666666,0.47
7lfkBo9S8VcalZUXW9Za4B,2014.0,2010s,0.0931,0.654,0.84,0.519,0.114,0.0392,91.018,0.859,26.0,8.01565761455734,2.03,3.53,4.060443010546419,5.697093486505405,0.0162907268170426,0.68
4HGz4LkLql3X9h8i24Ym4V,2019.0,2010s,0.22,0.894,0.766,0.0,0.1,0.312,102.103,0.758,29.0,8.82834762005316,1.22,5.5,4.574710978503383,6.852242569051878,0.0157894736842105,0.57
5jdGOQVOioWGSsQaQdB2z4,2019.0,2010s,0.0495,0.476,0.713,0.00051,0.0709,0.036,160.054,0.352,24.0,6.9975959829819265,1.22,5.5,4.574710978503383,6.852242569051878,0.0157894736842105,0.57
1v0qrCkDBqA0cKHgEqCxzw,2019.0,2010s,0.21,0.751,0.895,0.0,0.0696,0.205,138.046,0.866,33.0,4.30406509320417,1.18,3.78,2.9444389791664403,4.605170185988092,0.065359477124183,0.5
7LLReq1oStHyeTpdLY7IRS,1990.0,1990s,0.948,0.281,0.037,0.397,0.0766,0.0478,76.536,0.0361,8.0,5.293304824724492,4.0,0.5,1.0986122886681098,0.6931471805599453,0.0,0.0
4BmHmkoZ7OWnL1PPyrpN1U,2019.0,2010s,7.41e-05,0.464,0.8,0.0,0.818,0.0357,134.028,0.277,28.0,5.978885764901122,1.31,3.48,3.8918202981106265,5.521460917862246,0.0372340425531914,0.58
3FWiMqn31M0m7MAptIONXz,2019.0,2010s,0.647,0.513,0.534,0.0,0.153,0.039,149.94,0.245,21.0,3.9318256327243257,1.18,3.78,2.9444389791664403,4.605170185988092,0.065359477124183,0.5
7ciXqAPQXQVLrl5vGYmlh4,2018.0,2010s,0.292,0.379,0.382,0.00132,0.126,0.0737,94.908,0.227,45.0,8.406708458240965,1.18,3.78,2.9444389791664403,4.605170185988092,0.065359477124183,0.5
5JqvvoTaPuiKtbzPRXq9gM,2019.0,2010s,0.00776,0.769,0.436,0.0,0.0968,0.135,150.083,0.61,38.0,8.184792654165078,1.24,4.06,4.204692619390966,6.154858094016418,0.0069930069930069,0.67
4jUrKwZZKS2vVA2qbwt026,2019.0,2010s,0.142,0.484,0.857,0.0,0.359,0.0493,145.023,0.646,7.0,3.1354942159291497,1.24,4.06,4.204692619390966,6.154858094016418,0.0069930069930069,0.67
34eLaP4TqlXuqzC6inKO4i,1994.0,1990s,0.11,0.438,0.294,0.00627,0.122,0.0357,120.213,0.373,52.0,11.843437115397364,1.36,3.43,3.4339872044851463,4.962844630259907,0.0344827586206896,0.65
2YXzXZJpIODGrbxb6Sr5Bh,2018.0,2010s,0.447,0.791,0.843,0.0,0.274,0.0499,100.017,0.969,30.0,6.9975959829819265,1.15,3.97,4.07753744390572,6.018593214496234,0.0677555958862674,0.41
5YqGRLoMytVHZ2CWnBZDQr,2018.0,2010s,0.000283,0.67,0.487,0.442,0.0915,0.0385,112.013,0.608,44.0,8.273846932784508,4.0,0.5,1.0986122886681098,0.6931471805599453,0.0,0.0
5YxmxUo9B4KjldxvlEnzNw,2018.0,2010s,0.283,0.673,0.811,0.259,0.0982,0.0418,90.007,0.89,9.0,3.332204510175204,1.72,3.1,3.7612001156935624,5.236441962829949,0.2264808362369338,0.58
1Lgvc87qMagOdzfypi2SQh,2019.0,2010s,0.0232,0.844,0.598,0.417,0.698,0.0421,117.005,0.427,39.0,9.247057954911346,4.0,0.5,1.0986122886681098,0.6931471805599453,0.0,0.0
3hyjXaCp0h1jYKrrOj7pmS,2018.0,2010s,0.217,0.542,0.855,0.176,0.0978,0.111,111.445,0.701,32.0,9.027978814382207,2.11,2.71,3.912023005428146,5.37989735354046,0.0374149659863945,0.54
3fw5iAZugWR2vwXgdhY8Vr,2018.0,2010s,0.264,0.832,0.542,0.142,0.138,0.0348,117.971,0.739,18.0,5.846438775057725,1.92,3.04,3.9512437185814275,5.3981627015177525,0.0588235294117647,0.59
6oxVrlxeTwhmOroYJkrAad,2018.0,2010s,0.000496,0.8,0.713,0.0,0.203,0.0838,100.016,0.637,19.0,6.400257445308821,1.52,4.65,3.8918202981106265,5.529429087511423,0.2083333333333333,0.38
3dpYXmy2cxNzDJtZXkzQh7,2018.0,2010s,0.0168,0.742,0.827,0.0399,0.118,0.0904,124.016,0.297,42.0,9.266626182986775,4.0,0.5,1.0986122886681098,0.6931471805599453,0.0,0.0
3W0JjSELYhXwHfMZjdbrd6,2018.0,2010s,0.0122,0.797,0.53,0.37,0.0887,0.115,92.498,0.821,14.0,4.6443908991413725,1.52,4.65,3.8918202981106265,5.529429087511423,0.2083333333333333,0.38
